item_id,is_eligible_search,is_eligible_checkout,gtin,mpn,identifier_exists,title,description,url,brand,condition,product_category,material,dimensions,length,width,height,dimensions_unit,weight,item_weight_unit,age_group,image_url,additional_image_urls,video_url,model_3d_url,price,sale_price,sale_price_start_date,sale_price_end_date,unit_pricing_measure,pricing_trend,availability,availability_date,expiration_date,pickup_method,pickup_sla,group_id,listing_has_variations,variant_dict,item_group_title,color,size,size_system,gender,offer_id,custom_variant1_category,custom_variant1_option,custom_variant2_category,custom_variant2_option,custom_variant3_category,custom_variant3_option,shipping,is_digital,seller_name,marketplace_seller,seller_url,seller_privacy_policy,seller_tos,accepts_returns,return_deadline_in_days,accepts_exchanges,return_policy,popularity_score,return_rate,warning,age_restriction,review_count,star_rating,store_review_count,store_star_rating,q_and_a,reviews,related_product_id,relationship_type,target_countries,store_country,geo_price,geo_availability
,,,,,,Feuilles de Pérille - Zi su ye - 1 flacon de poudre concentrée - 100g,Pour retrouver une digestion optimale.,https://calebasse.com/produits/zi-su-ye-feuilles-de-perille-3969?product=4902,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Feuilles de Pérille - Zi su ye - 1 flacon de 100 gélules -  50g,Pour retrouver une digestion optimale.,https://calebasse.com/produits/zi-su-ye-feuilles-de-perille-3969?product=4904,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles avec tube -0,22 x 40 mm - 500 aiguilles siliconées sans anneaux - Zhong Yan Tai He
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/500-aiguilles-avec-tube-022-x-40-mm-4428?product=6459,,,,,,,,,,,,,,,,,13.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles avec tube -0,22 x 40 mm - 10 boîtes d'aiguilles siliconées sans anneaux - Zhong Yan Tai He + 1 gratuite
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/500-aiguilles-avec-tube-022-x-40-mm-4428?product=6473,,,,,,,,,,,,,,,,,139 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tong chang wan - 1 flacon de 100 gélules -  50g,Pour chasser la Chaleur excessive des Intestins.,https://calebasse.com/produits/tong-chang-wan-4494?product=5604,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tong chang wan - 1 flacon de poudre concentrée - 100g,Pour chasser la Chaleur excessive des Intestins.,https://calebasse.com/produits/tong-chang-wan-4494?product=5606,,,,,,,,,,,,,,,,,39.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reishi (Ganoderma) – Champignon des empereurs - Ling zhi - 1 Petit Sachet plante 100g,"Saveur amère et boisée, symbole de longévité depuis des millénaires.",https://calebasse.com/produits/ling-zhi-ganoderma-reishi-3856?product=4449,,,,,,,,,,,,,,,,,10.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reishi (Ganoderma) – Champignon des empereurs - Ling zhi - 1 Grand Sachet plante 200g,"Saveur amère et boisée, symbole de longévité depuis des millénaires.",https://calebasse.com/produits/ling-zhi-ganoderma-reishi-3856?product=4448,,,,,,,,,,,,,,,,,19.6 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reishi (Ganoderma) – Champignon des empereurs - Ling zhi - 1 flacon de poudre concentrée - 100g,"Saveur amère et boisée, symbole de longévité depuis des millénaires.",https://calebasse.com/produits/ling-zhi-ganoderma-reishi-3856?product=4450,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reishi (Ganoderma) – Champignon des empereurs - Ling zhi - 1 flacon de 100 gélules -  50g,"Saveur amère et boisée, symbole de longévité depuis des millénaires.",https://calebasse.com/produits/ling-zhi-ganoderma-reishi-3856?product=4452,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Chai hu long gu mu li wan - 1 flacon de 100 gélules -  50g,Pour soulager le stress et retrouver le sommeil.,https://calebasse.com/produits/chai-hu-long-gu-mu-li-wan-4032?product=5084,,,,,,,,,,,,,,,,,29.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Chai hu long gu mu li wan - 1 flacon de poudre concentrée - 100g,Pour soulager le stress et retrouver le sommeil.,https://calebasse.com/produits/chai-hu-long-gu-mu-li-wan-4032?product=5086,,,,,,,,,,,,,,,,,41.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bu pi yi chang wan - 1 flacon de 100 gélules -  50g,Pour retrouver le confort.,https://calebasse.com/produits/bu-pi-yi-chang-wan-4024?product=5048,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bu pi yi chang wan - 1 flacon de poudre concentrée - 100g,Pour retrouver le confort.,https://calebasse.com/produits/bu-pi-yi-chang-wan-4024?product=5051,,,,,,,,,,,,,,,,,39.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racines de Ficus - Wu zhi mao tao - 1 Petit Sachet plante 100g,Pour tonifier le Qi.,https://calebasse.com/produits/wu-zhi-mao-tao-racines-de-ficus-4527?product=6543,,,,,,,,,,,,,,,,,12.6 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racines de Ficus - Wu zhi mao tao - 1 Grand Sachet plante 300g,Pour tonifier le Qi.,https://calebasse.com/produits/wu-zhi-mao-tao-racines-de-ficus-4527?product=6544,,,,,,,,,,,,,,,,,37.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Graines de Pavot - 1 Petit Sachet plante 100g,Pour renforcer la santé cardiovasculaire.,https://calebasse.com/produits/graines-de-pavot-4349?product=6219,,,,,,,,,,,,,,,,,9.3 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Réglisse - Gan cao - 1 Petit Sachet plante 100g,Pour retrouver le confort digestif.,https://calebasse.com/produits/gan-cao-reglisse-3795?product=4174,,,,,,,,,,,,,,,,,11.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Réglisse - Gan cao - 1 Grand Sachet plante 300g,Pour retrouver le confort digestif.,https://calebasse.com/produits/gan-cao-reglisse-3795?product=4178,,,,,,,,,,,,,,,,,29.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,40 x 25 mm - 100 aiguilles siliconées avec anneaux  - Zhong Yan Tai He 
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-25-mm-4661?product=6678,,,,,,,,,,,,,,,,,18.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,40 x 25 mm - 100 aiguilles siliconées avec anneaux - Yun Long
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-25-mm-4661?product=7553,,,,,,,,,,,,,,,,,18.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,40 x 25 mm - 10 boîtes d'aiguilles siliconées avec anneaux - Zhong Yan Tai He + 1 gratuite
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-25-mm-4661?product=6679,,,,,,,,,,,,,,,,,188 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,40 x 25 mm - 10 boîtes d'anguilles siliconées avec anneaux - Yun Long + 1 gratuite
",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-25-mm-4661?product=7554,,,,,,,,,,,,,,,,,188 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mauve fleur entière bio - 1 Petit Sachet plante 40g,"Douce et apaisante, la mauve est une plante reconnue pour son action calmante sur la digestion et la respiration.",https://calebasse.com/produits/mauve-feuille-entiere-bio-5228?product=7612,,,,,,,,,,,,,,,,,11.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mauve fleur entière bio - 1 Grand Sachet plante 100g,"Douce et apaisante, la mauve est une plante reconnue pour son action calmante sur la digestion et la respiration.",https://calebasse.com/produits/mauve-feuille-entiere-bio-5228?product=7613,,,,,,,,,,,,,,,,,24.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hamamélis - 1 Petit Sachet plante 100g,Pour favoriser la circulation veineuse.,https://calebasse.com/produits/hamamelis-4323?product=6166,,,,,,,,,,,,,,,,,9.9 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hamamélis - 1 Grand Sachet plante 260g,Pour favoriser la circulation veineuse.,https://calebasse.com/produits/hamamelis-4323?product=6167,,,,,,,,,,,,,,,,,25.5 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"100 aiguilles couteau -0,40 x 40 mm - 1 boîte d’aiguilles siliconées",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-40-mm-4572?product=6727,,,,,,,,,,,,,,,,,18.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"100 aiguilles couteau -0,40 x 40 mm - 10 boîtes d’aiguilles siliconées + 1 gratuite",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-couteau-040-x-40-mm-4572?product=6802,,,,,,,,,,,,,,,,,188 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,50 x 75 mm - 100 aiguilles siliconées avec anneaux  - Zhong Yan Tai He 
","Usage réservé aux professionnels uniquement. Attention, ce ne sont pas des aiguilles traditionnelles. Acheter seulement si vous savez manier des aiguilles-couteaux.",https://calebasse.com/produits/100-aiguilles-couteau-050-x-75-mm-4656?product=6692,,,,,,,,,,,,,,,,,18.8 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,50 x 75 mm - 100 aiguilles siliconées avec anneaux - Yun Long
","Usage réservé aux professionnels uniquement. Attention, ce ne sont pas des aiguilles traditionnelles. Acheter seulement si vous savez manier des aiguilles-couteaux.",https://calebasse.com/produits/100-aiguilles-couteau-050-x-75-mm-4656?product=7563,,,,,,,,,,,,,,,,,18.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,50 x 75 mm - 10 boîtes d'aiguilles siliconées avec anneaux - Zhong Yan Tai He + 1 gratuite
","Usage réservé aux professionnels uniquement. Attention, ce ne sont pas des aiguilles traditionnelles. Acheter seulement si vous savez manier des aiguilles-couteaux.",https://calebasse.com/produits/100-aiguilles-couteau-050-x-75-mm-4656?product=6693,,,,,,,,,,,,,,,,,188 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Aiguilles couteau -0,50 x 75 mm - 10 boîtes d'anguilles siliconées avec anneaux - Yun Long + 1 gratuite
","Usage réservé aux professionnels uniquement. Attention, ce ne sont pas des aiguilles traditionnelles. Acheter seulement si vous savez manier des aiguilles-couteaux.",https://calebasse.com/produits/100-aiguilles-couteau-050-x-75-mm-4656?product=7564,,,,,,,,,,,,,,,,,188 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tilleul bractée entière bio - 1 Grand Sachet plante 150g,Pour calmer la nervosité et favoriser le repos.,https://calebasse.com/produits/bractees-de-tilleul-4364?product=7607,,,,,,,,,,,,,,,,,17.9 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tilleul bractée entière bio - 1 Petit Sachet plante 60g,Pour calmer la nervosité et favoriser le repos.,https://calebasse.com/produits/bractees-de-tilleul-4364?product=6250,,,,,,,,,,,,,,,,,9.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Formule Nutrition des cheveux - Shou wu mei fa wan - 1 flacon de 100 gélules -  50g,"Conçu pour nourrir et renforcer les cheveux de l’intérieur, favorisant une croissance saine et durable.",https://calebasse.com/produits/shou-wu-mei-fa-wan-formule-nutrition-des-cheveux-4240?product=5916,,,,,,,,,,,,,,,,,36.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gattilier fruit entier bio - 1 Petit Sachet plante 80g,Pour réguler le cycle et soulager le syndrome prémenstruel.,https://calebasse.com/produits/gattilier-4318?product=6154,,,,,,,,,,,,,,,,,7.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gattilier fruit entier bio - 1 Grand Sachet plante 200g,Pour réguler le cycle et soulager le syndrome prémenstruel.,https://calebasse.com/produits/gattilier-4318?product=6155,,,,,,,,,,,,,,,,,12.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Formule Mucosité - Qing fei qu tan wan - 1 flacon de 100 gélules -  50g,Pour libérer les voies respiratoires.,https://calebasse.com/produits/qing-fei-qu-tan-wan-formule-mucosite-4405?product=5868,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Run chang wan - 1 flacon de 100 gélules -  50g,Pour retrouver le confort.,https://calebasse.com/produits/run-chang-wan-4492?product=5480,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Run chang wan - 1 flacon de poudre concentrée - 100g,Pour retrouver le confort.,https://calebasse.com/produits/run-chang-wan-4492?product=5482,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Shen qi wan - 1 flacon de 100 gélules -  50g,Pour retrouver le confort urinaire.,https://calebasse.com/produits/shen-qi-wan-4140?product=5516,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE_SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Shen qi wan - 1 flacon de poudre concentrée - 100g,Pour retrouver le confort urinaire.,https://calebasse.com/produits/shen-qi-wan-4140?product=5518,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE_SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pétales de Coquelicot - 1 Petit Sachet plante 50g,Pour calmer l’agitation nocturne.,https://calebasse.com/produits/petales-de-coquelicot-4311?product=6140,,,,,,,,,,,,,,,,,6.8 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pétales de Coquelicot - 1 Grand Sachet plante 240g,Pour calmer l’agitation nocturne.,https://calebasse.com/produits/petales-de-coquelicot-4311?product=6141,,,,,,,,,,,,,,,,,32.4 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Wen dan wan - 1 flacon de 100 gélules -  50g,Pour dissoudre les Mucosités et calmer le Shen.,https://calebasse.com/produits/wen-dan-wan-4169?product=5630,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Wen dan wan - 1 flacon de poudre concentrée - 100g,Pour dissoudre les Mucosités et calmer le Shen.,https://calebasse.com/produits/wen-dan-wan-4169?product=5634,,,,,,,,,,,,,,,,,39.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gua sha en corne de buffle jaune - corne - huang niu jiao yue xing gua sha ban - 1 Pièce,Pour stimuler les points du visage.,https://calebasse.com/produits/huang-niu-jiao-yue-xing-gua-sha-ban-gua-sha-en-corne-de-buffle-jaune-corne-4949?product=7157,,,,,,,,,,,,,,,,,9.3 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Er long zuo ci wan - 1 flacon de 100 gélules -  50g,Nourrit le Yin du Rein et du Foie,https://calebasse.com/produits/er-long-zuo-ci-wan-4045?product=5140,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Er long zuo ci wan - 1 flacon de poudre concentrée - 100g,Nourrit le Yin du Rein et du Foie,https://calebasse.com/produits/er-long-zuo-ci-wan-4045?product=5141,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Cardère - Xu duan - 1 Petit Sachet plante 100g,Pour préserver la santé articulaire.,https://calebasse.com/produits/xu-duan-racine-de-cardere-3943?product=4792,,,,,,,,,,,,,,,,,11.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Cardère - Xu duan - 1 Grand Sachet plante 300g,Pour préserver la santé articulaire.,https://calebasse.com/produits/xu-duan-racine-de-cardere-3943?product=4794,,,,,,,,,,,,,,,,,29.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Cardère - Xu duan - 1 flacon de poudre concentrée - 100g,Pour préserver la santé articulaire.,https://calebasse.com/produits/xu-duan-racine-de-cardere-3943?product=4795,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Cardère - Xu duan - 1 flacon de 100 gélules -  50g,Pour préserver la santé articulaire.,https://calebasse.com/produits/xu-duan-racine-de-cardere-3943?product=4796,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - La Pratique de la médecine chinoise - 1 livre,de Giovanni Maciocia,https://calebasse.com/produits/livre-la-pratique-de-la-medecine-chinoise-4722?product=6878,,,,,,,,,,,,,,,,,159 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - L'acupuncture sans aiguille - 1 livre,De Laparé Marie-Claire et Parent Renald ,https://calebasse.com/produits/livre-lacupuncture-sans-aiguille-4864?product=7069,,,,,,,,,,,,,,,,,18 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - L'Art de soigner - 1 livre,de Liao Yi Lin ,https://calebasse.com/produits/livre-lart-de-soigner-4811?product=7009,,,,,,,,,,,,,,,,,26 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Boîte pour aiguilles usagées - Qi zhen he - 1 Pièce,Pour recueillir les aiguilles usagées.,https://calebasse.com/produits/qi-zhen-he-boite-pour-aiguilles-usagees-4562?product=6711,,,,,,,,,,,,,,,,,4.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tisane Prostate - Qian lie tong tang - 1 Petit Sachet plante 100g,Pour un confort urinaire et une prostate en bonne santé.,https://calebasse.com/produits/qian-lie-tong-tang-tisane-prostate-3988?product=4946,,,,,,,,,,,,,,,,,10.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Graines de courge - Nan gua zi - 1 Petit Sachet plante 100g,Pour le confort de l'homme.,https://calebasse.com/produits/nan-gua-zi-graines-de-courge-3877?product=4528,,,,,,,,,,,,,,,,,9.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Graines de courge - Nan gua zi - 1 Grand Sachet plante 300g,Pour le confort de l'homme.,https://calebasse.com/produits/nan-gua-zi-graines-de-courge-3877?product=4529,,,,,,,,,,,,,,,,,29.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Feuilles d'Oranger - 1 Petit Sachet plante 100g,Pour soulager l’appareil respiratoire.,https://calebasse.com/produits/feuilles-doranger-4342?product=6204,,,,,,,,,,,,,,,,,9.4 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Feuilles d'Oranger - 1 Grand Sachet plante 300g,Pour soulager l’appareil respiratoire.,https://calebasse.com/produits/feuilles-doranger-4342?product=6205,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - Les 101 notions-clés de la médecine chinoise - 1 livre,De Élisabeth Rochat de la Vallée,https://calebasse.com/produits/livre-les-101-notions-cles-de-la-medecine-chinoise-4798?product=7013,,,,,,,,,,,,,,,,,24.34 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"500 aiguilles avec tube - 0,16 x 13 mm - 1 boîte d’aiguilles siliconées",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/500-aiguilles-avec-tube-016-x-13-mm-4555?product=6577,,,,,,,,,,,,,,,,,13.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"500 aiguilles avec tube - 0,16 x 13 mm - 10 boîtes d’aiguilles siliconées + 1 gratuite",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/500-aiguilles-avec-tube-016-x-13-mm-4555?product=6578,,,,,,,,,,,,,,,,,139 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Guide illustré des plantes médicinales de la pharmacopée chinoise - 1 livre,de Chen yueming ,https://calebasse.com/produits/guide-illustre-des-plantes-medicinales-de-la-pharmacopee-chinoise-5176?product=7485,,,,,,,,,,,,,,,,,29 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"100 aiguilles sans tube -0,20 x 13 mm - 1 boîte d’aiguilles siliconées",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-sans-tube-020-x-13-mm-4578?product=6624,,,,,,,,,,,,,,,,,2.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"100 aiguilles sans tube -0,20 x 13 mm - 10 boîtes d’aiguilles siliconées + 1 gratuite",Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/100-aiguilles-sans-tube-020-x-13-mm-4578?product=6625,,,,,,,,,,,,,,,,,29 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Clématite - Wei ling xian - 1 Petit Sachet plante 50g,Pour retrouver le confort articulaire et musculaire.,https://calebasse.com/produits/wei-ling-xian-racine-de-clematite-3929?product=4734,,,,,,,,,,,,,,,,,9.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Racine de Clématite - Wei ling xian - 1 Grand Sachet plante 260g,Pour retrouver le confort articulaire et musculaire.,https://calebasse.com/produits/wei-ling-xian-racine-de-clematite-3929?product=4735,,,,,,,,,,,,,,,,,38.61 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - Cahiers cliniques d’Acupuncture n°16 - 1 livre,De Bernard De Wurstemberger et de Bernard Cygler,https://calebasse.com/produits/livre-cahiers-cliniques-dacupuncture-n16-5079?product=7317,,,,,,,,,,,,,,,,,37 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anti-ivresse - Hu Gan Jie Jiu Fang - 1 boîte de 20 sachets (6g),"Formule concentrée en sachets, qui associe extraits végétaux, antioxydants et micronutriments pour accompagner l’organisme lors des lendemains festifs et soutenir l’équilibre interne",https://calebasse.com/produits/hu-gan-jie-jiu-fang-anti-ivresse-5249?product=7665,,,,,,,,,,,,,,,,,149 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
