sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
AYXYCP,FEUILLES DE GINKGO,Mémoire et concentration,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"L'emploi chez les personnes sous traitement antidépresseur est déconseillé.

Déconseillé en cas d’épilepsie, en cas d’acte interventionnel invasif programmé. Déconseillé aux personnes sous traitement anticoagulants ou sous ou antiagrégants plaquettaires, consultez votre médecin ou pharmacien. En cas de traitements médicamenteux, demander conseil à un professionnel de santé.

Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Feuilles de Ginkgo (Yin xing ye, G. biloba) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755590984/3665346169834_Yin_Xing_Ye_Ginkgo_Ginkgo_biloba_100cp_89aaa53c1e.png,银杏叶,#454760,COMPOSITION POUR 6 GRAMMES,long,169725A,Poudre,
AYYRGL,LARMES <BR>DE JOB,DRAINEUR,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Larmes de job (Yi yi ren, C. lacryma-jobi) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755591738/3665346178959_Yi_Yi_Ren_Sheng_Coix_lacryma_jobi50_GGL_ceacfd7bf6.png,薏苡仁,#C47F5E,COMPOSITION POUR 6 GÉLULES (3 g),long,169225A,Gélule,
AYYRCP,LARMES <BR>DE JOB,DRAINEUR,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Larmes de job (Yi yi ren, C. lacryma-jobi) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755591828/3665346178935_Yi_Yi_Ren_Sheng_Coix_lacryma_jobi100_CP_54cf0cdbb1.png,薏苡仁,#C47F5E,COMPOSITION POUR 6 GRAMMES,long,169225A,Poudre,
AAYGL,ARMOISE ARGIENNE,Confort menstruel,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Armoise argienne (Ai ye, A. abrotanum) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755592928/3665346100455_Ai_Ye_Armoise_argyeinne_Artemisia_argyi_50g_GL_0c6a85cbe7.png,艾叶,#D97A8C,COMPOSITION POUR 6 GÉLULES (3 g),long,100425A,Gélule,
AAYCP,ARMOISE ARGIENNE,Confort menstruel,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Armoise argienne (Ai ye, A. abrotanum) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755592900/3665346100431_Ai_Ye_Armoise_argyeinne_Artemisia_argyi_100cp_9739ee6c1d.png,艾叶,#D97A8C,COMPOSITION POUR 6 GRAMMES,long,100425A,Poudre,
AMGGL,COGNASSIER FRUIT,Digestion,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Cognassier fruit (Mu gua, C. speciosa) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755593807/3665346144954_Mu_Gua_Papaye_Chaenomeles_speciosa_50g_GL_9c030e38c0.png,木瓜,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),long,144925A,Gélule,
AMGCP,COGNASSIER FRUIT,Digestion,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Cognassier fruit (Mu gua, C. speciosa) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755593827/3665346144930_Mu_Gua_Papaye_Chaenomeles_speciosa_100cp_920fda6d15.png,木瓜,#85839D,COMPOSITION POUR 6 GRAMMES,long,144925A,Poudre,
AHJTGL,RHODIOLA,Plante adaptogène,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Rhodiola (Hong jing tian, R. rosea) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755594354/3665346127551_Hong_Jing_Tian_Rhodiola_Rhodiola_rosa_50g_GL_9eb832d52d.png,红景天,#454760,COMPOSITION POUR 6 GÉLULES (3 g),long,124525A,Gélule,
AHJTCP,RHODIOLA,Plante adaptogène,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Rhodiola (Hong jing tian, R. rosea) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755594388/3665346127537_Hong_Jing_Tian_Rhodiola_Rhodiola_rosa_100cp_d7c5249b41.png,红景天,#454760,COMPOSITION POUR 6 GRAMMES,long,124525A,Poudre,
ALYRGL,FRUIT DE LONGAN,Tonus et anti-fatigue,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Fruit de Longan (Long Yan Rou, D. longan) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755594774/3665346140154_Long_Yan_Rou_Dimocarpus_longan_50g_GL_b186068359.png,龙眼肉,#DB9331,COMPOSITION POUR 6 GÉLULES (3 g),long,185125A,Gélule,
ALYRCP,FRUIT DE LONGAN,Tonus et anti-fatigue,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Fruit de Longan (Long Yan Rou, D. longan) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755594755/3665346140130_Long_Yan_Rou_Dimocarpus_longan_100cp_06e7d63a40.png,龙眼肉,#DB9331,COMPOSITION POUR 6 GRAMMES,long,185125A,Poudre,
AGTGL,GRIFFE DE CHAT,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Griffe de chat (Gou Teng, U. rhynchophylla) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755595082/3665346122754_Gou_Teng_Griffe_de_chat_Uncaria_tomentosa_50g_GL_92f5ae017d.png,钩藤,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),long,122725A,Gélule,
AGTCP,GRIFFE DE CHAT,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Griffe de chat (Gou Teng, U. rhynchophylla) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755595123/3665346122730_Gou_Teng_Griffe_de_chat_Uncaria_tomentosa_100cp_6e3f74ca46.png,钩藤,#B74938,COMPOSITION POUR 6 GRAMMES,long,122725A,Poudre,
APGYGL,"<SPAN STYLE=""FONT-SIZE:0.9EM"">DENT DE LION (PISSENLIT)</SPAN>",Détox et confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Dent de lion (Pissenlit) (Pu gong ying, T. officinale) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755595909/3665346149256_Pu_Gong_Ying_Pissenlit_Taraxacum_mongolicum_50g_GL_ec6895c132.png,蒲公英,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,149225A,Gélule,
APGYCP,"<SPAN STYLE=""FONT-SIZE:0.9EM"">DENT DE LION (PISSENLIT)</SPAN>",Détox et confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Dent de lion (Pissenlit) (Pu gong ying, T. officinale) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755595897/3665346149232_Pu_Gong_Ying_Pissenlit_Taraxacum_mongolicum_100cp_116ab6b1fa.png,蒲公英,#778A76,COMPOSITION POUR 6 GRAMMES,long,149225A,Poudre,
ABZGL,ANGÉLIQUE DAHURIENNE,Détox respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Angélique dahurienne (Bai zhi, A. dahurica) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755596956/3665346104651_Bai_Zhi_Ang_lique_dahurienne_Angelica_dahurica_50g_GL_b5aace60bd.png,白芷,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,104625A,Gélule,
ABZCP,ANGÉLIQUE DAHURIENNE,Détox respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.,"Extrait : Angélique dahurienne (Bai zhi, A. dahurica) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755596966/3665346104637_Bai_Zhi_Ang_lique_dahurienne_Angelica_dahurica_100cp_a0d1cc8c1c.png,白芷,#778A76,COMPOSITION POUR 6 GRAMMES,long,104625A,Poudre,
AYMCGL,ARMOISE D'ÉLÉONORE,Confort menstruel,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Armoise d'éléonore (Yi mu cao, L. japonicus) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755597653/3665346169155_Yi_Mu_Cao_Armoire_d_El_onore_Leonurus_japonicus_50g_GL_f6eb202246.png,益母草,#D97A8C,COMPOSITION POUR 6 GÉLULES (3 g),long,169125A,Gélule,
AYMCCP,ARMOISE D'ÉLÉONORE,Confort menstruel,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Armoise d'éléonore (Yi mu cao, L. japonicus) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755597662/3665346169131_Yi_Mu_Cao_Armoire_d_El_onore_Leonurus_japonicus_100cp_3652384f29.png,益母草,#D97A8C,COMPOSITION POUR 6 GRAMMES,long,169125A,Poudre,
AHYGL,FEUILLES DE LOTUS,Draineur et minceur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Feuilles de Lotus (He ye, N. nucifera) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598304/3665346126455_He_Ye_Lotus_Nelumbo_nucifera_50g_GL_d2ac0b393a.png,荷叶,#C47F5E,COMPOSITION POUR 6 GÉLULES (3 g),long,126425A,Gélule,
AHYCP,FEUILLES DE LOTUS,Draineur et minceur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Feuilles de Lotus (He ye, N. nucifera) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598313/3665346126431_He_Ye_Lotus_Nelumbo_nucifera_100cp_4c86f1ade2.png,荷叶,#C47F5E,COMPOSITION POUR 6 GRAMMES,long,126425A,Poudre,
ASYEGL,FEUILLES DE MÛRIER,Apaise les yeux,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. L’utilisation de ce produit ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Feuille de mûrier (Sang ye, M. alba) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598584/3665346154854_Sang_Ye_M_rier_Morus_alba_50g_GL_e719d65d77.png,桑叶,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,154825A ,Gélule,
ASYECP,FEUILLES DE MÛRIER,Apaise les yeux,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. L’utilisation de ce produit ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Feuille de mûrier (Sang ye, M. alba) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598593/3665346154830_Sang_Ye_M_rier_Morus_alba_100cp_7351f10a43.png,桑叶,#778A76,COMPOSITION POUR 6 GRAMMES,long,154825A ,Poudre,
AHSHGL,MAITAKE,Clarifier la Chaleur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.,"Extrait : Maitake (Hui shu hua, G. frondosa) 3000 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598891/3665346142158_Maitake_Hui_shu_hua_Grifola_frondosa_50g_GL_c1586a2024.png,灰树花,#DB9331,COMPOSITION POUR 6 GÉLULES (3 g),long,142125A,Gélule,
AHSHCP,MAITAKE,Clarifier la Chaleur,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.,"Extrait : Maitake (Hui shu hua, G. frondosa) 6000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1755598902/3665346142134_Maitake_Hui_shu_hua_Grifola_frondosa_100cp_2ebeab42eb.png,灰树花,#DB9331,COMPOSITION POUR 6 GRAMMES,long,142125A,Poudre,
